Name,X,Y,Label
Waterfall,34.4372331,-84.4489837,20
Waterfall (Padgett Falls),34.4501809,-84.4715159,20
Old Pettit Homestead (Chimney),34.4484239,-84.4874953,20
Dollar Tree,34.474582,-84.4597472,19
Hibbett Sports,34.4747807,-84.4596181,19
Mile 1.7,34.5039712,-84.2961614,20
Mile 1.0,34.4962288,-84.2920087,20
Fall Creek Waterfall view,34.5154609,-84.3182331,20
Mile 1.2,34.513496,-84.319603,20
Monument Road DNR Entrance information,34.5066676,-84.3351925,20
Monument Road Entrance,34.5066121,-84.3351003,2
Tobacco Pouch Trail 0.5 Miles / Mile 3.3,34.5062251,-84.2987034,20
Mile 1.0,34.4978238,-84.301555,20
Mile 0.6,34.4909397,-84.2983304,20
Rocky Ford Campsite,34.4959133,-84.3043871,20
Highway 53 Auto Repair,34.41261,-84.2842171,19
North Georgia Pawn & Gun,34.4682066,-84.5101729,19
Talking Rock Volunteer Fire Department,34.5098948,-84.5053515,7
Maw and Paw's Biker Gear,34.4179403,-84.4270032,19
Eagle's Eye PIcnic Area,34.4880991,-84.3365097,20
Outdoor Classroom Dedication Plaque,34.4862004,-84.33219,20
Western Viewing Deck,34.4859959,-84.3324029,20
Northern Viewing Deck,34.4868487,-84.3317634,20
Picnic Pavilion,34.486333,-84.3310708,20
Eastern Viewing Deck,34.4858406,-84.3309645,20
Mountain Stewards Picnic Area,34.4819323,-84.33289,20
Southern Viewing Deck,34.4853171,-84.3316422,20
Eagle's Rest Park Trails,34.4866943,-84.3325007,20
POSTED: No Trespassing,34.5106915,-84.2766694,20
Dollar General,34.4665029,-84.3872765,19
Big Canoe,34.4579511,-84.289856,18
JeepFest,34.4338324,-84.3580592,20
Tate Community Association,34.4124551,-84.3885894,20
Tate Fire Department,34.4125846,-84.3887141,7
Appalachian Gun,34.4024183,-84.4194464,19
Nelson Municipal Court,34.3821814,-84.3725583,7
Log Cabin Ruins,34.4646417,-84.2685642,20
Stone Piles,34.4647043,-84.2717219,20
Disharoon Lake Dam,34.455875,-84.2919679,20
Siren,34.463019,-84.2851373,20
Talking Rock Town Hall,34.5098972,-84.5054527,8
Discount Tire,34.4690438,-84.427756,19
Prestige Auto Repair,34.468611,-84.4292502,19
Carriage House Coffee Shop,34.4686919,-84.4298945,0
"Marger Stuart, LLC",34.4687741,-84.4298166,20
Lighthouse Way,34.5159873,-84.4701815,20
Culver's,34.4727921,-84.4619623,0
new home,34.4213837,-84.5332453,20
PICKENS FIRE RESCUE STATION 11,34.4573076,-84.4608457,7
Consigning Women,34.4732408,-84.4371326,19
Honeysuckle Florist,34.4678475,-84.4294435,19
Lollidrops Sweet Shoppe,34.4678959,-84.4294772,0
The Hair Loft,34.4677612,-84.4293889,19
Daisy Boutique,34.4676661,-84.429326,19
Main Street Fitness,34.4675121,-84.4292162,20
Southerndipidy,34.4677242,-84.4293668,19
Sunsations,34.4678347,-84.4291451,19
Golden Days Coin Laundry,34.4680061,-84.4292466,19
Piedmont Physicians of Mountainside Internal Medicine,34.4474865,-84.4482957,4
Piedmont Physicians Mountainside Neurosurgery,34.4473914,-84.4484781,4
Piedmont Physicians Orthopedic Surgery,34.446659,-84.4494317,4
Piedmont Physicians Primary Care,34.4460517,-84.4502862,4
Hensley's Service Center,34.4690327,-84.4289701,19
I Love New York Pizza Bar,34.4689623,-84.4292709,0
Moss Firearms,34.4561743,-84.4341171,20
Pool's Pass Exit,34.4351921,-84.3537611,20
Georgia Northeastern Railroad Headquarters,34.4153989,-84.3874867,20
84 Ridge Road,34.4446256,-84.4935319,20
27 Ridge Road,34.4449553,-84.494205,20
161 RIdge Road,34.4443052,-84.4931368,20
Jasper Self Storage,34.4638695,-84.4631735,19
Buffalo Luke's,34.4703989,-84.4601831,0
AT&T,34.4704701,-84.4600175,19
Verizon,34.4743553,-84.4598446,19
Anytime Fitness,34.4744608,-84.4598229,19
86 Boundary Tree Way East,34.4445949,-84.4954776,20
61 Boundary Tree Way East,34.4448182,-84.4952573,20
836 Tally Cove Rd,34.4471856,-84.4954622,20
Lake Tamarack Boat Launch,34.4987374,-84.3640591,20
Piedmont Mountainside Hospital,34.4582487,-84.4129129,4
Cairn View Winery,34.4633028,-84.3503741,20
Johnny's New York Style Pizza & Subs,34.4695161,-84.4582803,0
LeAnne's Family Hair Salon,34.4695882,-84.4583288,19
1st Franklin Financial,34.4696552,-84.4583736,3
The UPS Store,34.4697278,-84.45842,8
Luxury Nail Spa,34.4697931,-84.4584585,19
Hartman Law,34.4698383,-84.4584954,20
Ably Asian Cuisine,34.470231,-84.4587198,0
"Cloud 9 Smoke, Vape, and Hookah Co.",34.4701815,-84.4586906,19
Elite Jewelry,34.4699971,-84.4585858,19
Edward Jones,34.4701277,-84.4586589,3
Alfa Insurance,34.4700656,-84.4586271,20
Gypsy Roots Boutique,34.4699309,-84.4585418,19
Fairmount Road,34.4052828,-84.6533532,11
Goshen Church Way,34.3993736171875,-84.58727053125,11
Wild Azalea Trail,34.38678164444445,-84.5759881,11
Cagle Circle,34.397546347826086,-84.61687632463766,11
Hancock Mountain Trail,34.40415936666667,-84.62461031960784,11
Jerusalem Church Road,34.39913032090909,-84.59333000636364,11
Salacoa Gauley Road,34.407167107142854,-84.63497745357142,11
Barron Road,34.39708569145299,-84.60456266239318,11
APD Highway,34.3825103,-84.3945226,11
Barron Place,34.4027303,-84.6013956,11
Collins Place,34.38812392,-84.64263582,11
Salacoa Road,34.3898532765625,-84.59740372031249,11
White Laurel Lane,34.3841365,-84.5845585,11
Cowart Mountain Trail,34.40477245479452,-84.61505970547947,11
Abner Drive,34.38991179,-84.61167478499999,11
Fairmount Road,34.3983018,-84.65010600392156,11
Norman Teague Trail,34.395477746666664,-84.63419524000001,11
Upper Dowda Mill Road,34.385872776271185,-84.43060567288136,11
Harley Fausett Road,34.53632659090909,-84.2627848,11
Quail Cove Drive,34.477300734375,-84.29464587499999,11
Cherokee Trail,34.467458722222226,-84.26466123333334,11
Eagle Nest Drive,34.530540108333334,-84.28647500833334,11
Smith Circle,34.53126489459459,-84.29369553378379,11
Thrasher Way,34.472749505882355,-84.2925334235294,11
Bear Cub Ridge,34.48304736666667,-84.30162483333334,11
Bluebell Circle North,34.47159950625,-84.3146966125,11
Fallen Deer Path,34.47347006842105,-84.29571809473686,11
Bluebell Circle South,34.47003878076923,-84.31526742307693,11
Highway 53 West,34.416043821904765,-84.26690951238095,11
Soaring Hawk Circle,34.47088545384615,-84.29914824615386,11
Woodpecker Way,34.474144018749996,-84.28827640624999,11
Eagle Ridge Road,34.52981338225807,-84.30027374032257,11
Steve Tate Road,34.494137560869554,-84.2654892173913,11
Quail Cove Drive,34.468857358620696,-84.29703020689655,11
Quail Cove Drive,34.47349052282609,-84.28724153913045,11
Quail Cove Drive,34.47209361666667,-84.29772369999999,11
Quail Cove Drive,34.47921503928571,-84.29563009285714,11
Quail Cove Drive,34.4792572875,-84.29757092291666,11
Quail Cove Drive,34.47194511333333,-84.29571059999998,11
Crested Iris Circle,34.46728695384615,-84.30503430384616,11
Bellflower Drive,34.476334090625,-84.308499634375,11
Huckleberry Trail,34.47905590952381,-84.32494408095238,11
Sassafras Ridge,34.47938445555556,-84.27727777777778,11
Pine Knoll Drive,34.46888675555556,-84.3179732,11
Raccoon Run Lane,34.48806813636364,-84.31763844545456,11
Grouse Gap Drive,34.47392746666667,-84.28303573611112,11
Grouse Gap Drive,34.481822353488376,-84.28636904651162,11
Faucetts Lake Road,34.53105015438596,-84.27725054210526,11
North Sanderlin Mtn Drive,34.48609525882353,-84.31483442156863,11
Wild Turkey Trail,34.48266066904762,-84.29216194047619,11
Robins Nest,34.47077123103448,-84.29309911034484,11
McElroy Mtn Drive,34.472290084269666,-84.27869984044943,11
Wildcat Drive,34.481206504615386,-84.27871798307692,11
Tsiskwa Place,34.47238272727273,-84.27210972727272,11
Wildcat Drive,34.486280735,-84.28066717999998,11
Jewel Weed Turn,34.47187240833333,-84.31573520833334,11
Wood Duck Way,34.471812975,-84.285902675,11
Miller Place,34.545847447058826,-84.34137747058823,11
Little Beaver Run,34.473166885714285,-84.3011459,11
West Yunsoo Place,34.47027146875,-84.26708881875001,11
Foxglove Point,34.46770290909091,-84.30251046363637,11
Foxglove Point,34.46747796666667,-84.30231076666666,11
Cliff Fern Point,34.475732807142855,-84.27881353571429,11
Falcon Creek,34.4815893,-84.2926424,11
Deer Run Ridge,34.48791799,-84.32220441,11
Green Heron Point,34.469282763636365,-84.28613639545455,11
Petit Ridge Drive,34.47504377073171,-84.30369164024391,11
Kingfisher Point,34.46993145238095,-84.29080297619048,11
Wood Fern Knoll,34.47377575,-84.2790228,11
Wood Fern Knoll,34.474905252000006,-84.28104326799999,11
Johntown Road,34.54673169047619,-84.27759334761906,11
Lone Wolf Track,34.47632124210527,-84.30198223684212,11
Harley Fausett Road,34.536359749999995,-84.26412619999999,11
Finley Road,34.53528598,-84.26442798571429,11
Resting Bear Ridge,34.48651464000001,-84.31783388000001,11
Windflower Drive,34.477756571428564,-84.3119288809524,11
Falcon Heights,34.479386729375,-84.28957006499999,11
North Sanderlin Mtn Drive,34.48358445,-84.31028265,11
Lady Slipper Lane,34.471720087499996,-84.316647159375,11
Mountain Mint Drive,34.473313780000005,-84.31495488,11
Mountain Mint Drive,34.47201859230769,-84.31195565384616,11
Angel Drive,34.54460786976744,-84.26987202906976,11
Wild Azalea Circle,34.4709108,-84.3201184,11
Wildcat Campgrond Road,34.497600643396225,-84.2765017735849,11
Upper Sassafras Road,34.52768668646616,-84.3235495037594,11
Yellow Root Drive,34.47070695,-84.309163525,11
Falls Trail,34.52599680769231,-84.30725042051283,11
Columbine Drive,34.47640815087719,-84.31502776666665,11
Columbine Drive,34.48184973076923,-84.31932078076922,11
East Yunsoo Place,34.46961688333333,-84.26573193888889,11
Laughing Fox Knoll,34.47770053333333,-84.29845466666667,11
Fox Claw,34.48357879285714,-84.30925894285714,11
Tea Berry Lane,34.46869574871794,-84.30498562820513,11
Squrrels Nest,34.48132251538462,-84.30776365384615,11
Squrrels Nest,34.48109324285714,-84.30903832857143,11
Red Fox Drive,34.48682658095239,-84.29169126666667,11
Red Fox Drive,34.48743159230769,-84.28763903461537,11
Wild Turkey Bluff,34.48436364444444,-84.28821058095235,11
Wild Turkey Bluff,34.482673416000004,-84.29630812,11
Monument Falls Road,34.53005092916667,-84.33980042499999,11
Renate Drive,34.54560121764706,-84.33810172941176,11
Wake Robin Drive,34.47232869166667,-84.31052637500001,11
Wake Robin Drive,34.47363709310345,-84.30785787586208,11
Wake Robin Drive,34.46969970555555,-84.31101962777778,11
Fire Pink Lane,34.468724825,-84.31229991875,11
Cold Stream Trail,34.532636428985505,-84.3269495405797,11
Mountain Top Lane,34.51960591111111,-84.32981955555555,11
Westside Drive,34.42444257000001,-84.25961036999999,11
Hensley Way,34.449005874074075,-84.26282194814814,11
Cherokee Trail,34.471911880952376,-84.27191126666666,11
Strawberry Circle,34.48111070666666,-84.31692292,11
Paw Prints Trail,34.52331790625,-84.30473361875,11
Quail Cove Drive,34.47042043636363,-84.29798158181818,11
Woodland Trace,34.47549234666666,-84.30018688,11
Woodland Trace,34.480136881250004,-84.29949645625,11
South Sanderlin Mtn Drive,34.48340114897959,-84.30998162346938,11
Indian Pipe Drive,34.471255176315786,-84.30678385789473,11
Quail Cove Drive,34.47347794375,-84.294130621875,11
Chipmunk Circle,34.48323352222222,-84.30387132777777,11
Osprey Way,34.47585680625,-84.285152525,11
Yunsoo Place,34.46916625,-84.26705985,11
Butter Cup Lane,34.47641868,-84.31253579,11
Trout Lily Trail,34.469885452,-84.31345762,11
Valley View Drive,34.47627543666667,-84.31866533666668,11
Valley View Drive,34.468607969230774,-84.3193610923077,11
Harley Fausett Road,34.537428555,-84.264695605,11
Lower Sassafras Road,34.521838001041665,-84.32226136458333,11
Shellhorse Road Southeast,34.4717658,-84.6530107,11
Pittman Road Southeast,34.48849992,-84.65405324000001,11
Holbert Hill Drive,34.4756362,-84.45296339999999,11
Creek Lane,34.50964525714286,-84.49059477142858,11
Cherokee Forest Park Drive,34.3893948625,-84.32513820416666,11
Philadelphia Road,34.470034105882355,-84.47305598676472,11
Philadelphia Road,34.47934221904762,-84.46922316190475,11
Philadelphia Road,34.47741475,-84.47302708333333,11
Fuller Mountain Road,34.41884702916666,-84.63122065833333,11
Fuller Mountain Road,34.43184447857143,-84.63294980714285,11
Fuller Mountain Road,34.42570373333333,-84.63592849333334,11
Poplar Circle,34.45951723636363,-84.30745778181819,11
Golden Springs Drive,34.46862402777777,-84.44535589444445,11
Flycatcher Point,34.4647689,-84.29254324,11
Ogelthorpe Mt Court,34.473173583333335,-84.33911766666667,11
Ogelthorpe Mt Court,34.474489276,-84.33823303999999,11
Quarry Road,34.396033648214285,-84.55429853035714,11
Quarry Road,34.41576215,-84.57600701666667,11
Pioneer Road,34.47380986046512,-84.4309849255814,11
Pioneer Road,34.4805283,-84.44720985000001,11
McClain Mountain Road,34.441212906249994,-84.35140649249999,11
Kudzu Trail South,34.4978969625,-84.4712035,11
Rimrock Road,34.52058854,-84.35234116800001,11
Salacoa Vista,34.407703465,-84.53895195,11
Cool Springs Court,34.503603925,-84.35198204999999,11
Fox Run Lane,34.47034857586206,-84.41600680344827,11
Sweetwater Trail,34.4839642,-84.3824851,11
Highland Trail,34.49707033888889,-84.64968425,11
Sand Trap Drive,34.481329375,-84.356529975,11
Cameron Way,34.42270412857143,-84.38512298571429,11
Southbrook Drive,34.46354355,-84.44640845,11
Black Knob Church Road,34.49086932210526,-84.63375109894737,11
First Street,34.50984135,-84.50493045,11
Old Blairsville Highway,34.50941286,-84.50523862,11
Dogwood Park,34.416120109090905,-84.41833418181818,11
Long Branch Trail,34.516111864516134,-84.64803192258063,11
Scarecorn Creek Road,34.487456872815535,-84.54636223398056,11
Marble Lead,34.41818764893617,-84.38423242127661,20
Marble Lead,34.42742256756756,-84.36252417567567,20
Hinton Baptist Church Road,34.48279740625,-84.58121452500001,11
Long Branch Road,34.52909125,-84.6498578,11
Hunters Trace,34.438208375,-84.2861215,11
Shaggy Maple Lane,34.46575383333334,-84.31539350000001,11
Kirkland Drive,34.51250354999999,-84.45270287000001,11
Callahan Heights,34.384030353571426,-84.40497137499999,11
Yanoo Trace,34.465439304,-84.266991396,11
Monument Road,34.4876672,-84.33057735238094,11
Polycor track,34.412076000000006,-84.36805210833334,20
Old Cove Road North,34.47387093333334,-84.41582463333334,11
Mountainside Village Parkway,34.4373227375,-84.4393810875,11
Moores Gin Road,34.418822829166665,-84.60351709861112,11
Wren Road,34.466319186363634,-84.49719313636363,11
Long Road,34.441659169999994,-84.58232341,11
Marble Lead,34.4158244,-84.38117998571428,20
Headstart Road,34.40711025263158,-84.37589767894738,11
Green Forest Parkway,34.46307322380952,-84.41427547619047,11
Amazing Grace Way,34.50565271935484,-84.4461483064516,11
Worley Crossroads,34.39973750143885,-84.3958902733813,11
Mountain View Circle,34.47823685,-84.45767008333333,11
Henderson Mountain Road,34.44954831666667,-84.6265289,11
Overlook Ridge,34.42415803333333,-84.65307133333334,11
Cason Mountain Road,34.5131135,-84.62165514,11
Crossbow Ln,34.48345630952381,-84.57792120000002,11
Jordan Allen Road,34.543969830882354,-84.53399171911764,11
Luger Lane,34.4977388,-84.4422472,11
Little Pine Mountain Road,34.491817142857144,-84.3581483457143,11
Tate Mill Way,34.47465088,-84.38379412,11
South Maple Lane,34.4082114122449,-84.53377725306122,11
Hicks Road,34.47259765,-84.47104385,11
Kudzu Trail,34.4982844,-84.47193591999999,11
Red Coat Pass,34.43756829545455,-84.29088654545455,11
Twin Mountain Lake Road,34.496798525,-84.46882405,11
The Paddock,34.43926663333334,-84.29573856190477,11
Bob White Lane East,34.397471700000004,-84.38770443333333,11
Sugar Maple Drive,34.45609065,-84.43621565000001,11
Little Hendricks Mountain Road,34.480040716,-84.346857749,11
Cloudland Drive,34.41136906666667,-84.29569586666666,11
Champion Creek Road,34.497154820000006,-84.39752724,11
Dixie Street,34.46761681666666,-84.43189663333332,11
Browning Road,34.43830128888889,-84.60110126666666,11
Browning Road,34.43436525384615,-84.6048101923077,11
Free Hope Circle,34.3975823,-84.39910102222223,11
Free Hope Circle,34.3965314625,-84.3994652625,11
Jackson Street,34.4777318,-84.44959689999999,11
Shade Tree Lane,34.441995866666666,-84.61855566666667,11
Ray Road,34.42815029545455,-84.39912172727271,11
Roper Road,34.444526326451616,-84.56036415999999,11
Crescent Drive,34.460770011111116,-84.36166575555553,11
Stone Ridge Court,34.48207186470589,-84.36972092941176,11
Trippe Trail,34.487278833333335,-84.4567301,11
Ernest Road,34.468336314285715,-84.5007412142857,11
Kelso Road,34.481808103571424,-84.37781299642857,11
Hill Circle,34.47291915151515,-84.51340632424241,11
Pleasant Hill Road,34.470295475,-84.509154325,11
Patterson Road,34.51870089285715,-84.61600784642857,11
Pendley Circle,34.46655071739131,-84.3505096,11
Pendley Circle,34.411238399999995,-84.40836215714286,11
Turkey Roost,34.5309822,-84.43783316,11
Swallow Point,34.46588268333333,-84.29281231666666,11
High Trail Vista Circle,34.485201485714285,-84.34732781785715,11
Dewberry Court,34.41786113333334,-84.40115436666667,11
West Boling Drive,34.46285548888889,-84.40726057777778,11
Holmes Street,34.457439300000004,-84.45077533333334,11
Elmwood Lane,34.40790103333333,-84.49456283333332,11
Oglethorpe Mt Road,34.477317232258066,-84.34064718387097,11
Oglethorpe Mt Road,34.47375099322034,-84.33573456949154,11
Oglethorpe Mt Road,34.4667993,-84.34142175714285,11
Lake Forest Drive,34.50583558333334,-84.38620566666667,11
East Price Creek Road,34.52494685740741,-84.42730344074077,11
East Price Creek Road,34.53945170987654,-84.43800737283952,11
Collins Road,34.47935468125,-84.45801629375,11
Willow Drive,34.455900610869556,-84.29672144347826,11
East Church Street,34.4142564625,-84.38967268125,11
Daisy Lane,34.480787581818184,-84.4926480090909,11
White Pine Crossover,34.43276721333333,-84.55742323777777,11
Coffey Cove Drive,34.490925072,-84.352863528,11
Blue Ridge Avenue,34.38280783076923,-84.37426325384614,11
Blue Ridge Avenue,34.382624025,-84.3683409125,11
Harmony School Road,34.431467975000004,-84.434261975,11
Afton Road,34.4658057,-84.2596967,11
Longwood Drive,34.46175725714286,-84.41304092857142,11
East Holly Lane,34.45320625,-84.43417205,11
Grandview Road,34.47886819038461,-84.3840720673077,11
Grandview Road,34.510781885119044,-84.40641032083333,11
Grandview Road,34.49202605000001,-84.38332975,11
Solomon Avenue,34.455349999999996,-84.4283786,11
Blue Pine Court,34.49801517142857,-84.36573725714287,11
Coleman Drive,34.413661,-84.41992795,11
Bell Street,34.46213625,-84.41481780000001,11
Old Waleska Road North,34.4108958,-84.40773675,11
