Name,X,Y,Label
Sturbridge,34.1084317,-84.5729879,18
Lafingal,34.1915207,-84.6485064,20
Dobbs Estates,34.1037094,-84.5140976,18
Woodwind Station,34.1000985,-84.5643766,18
Nowlin Estates,34.0867656,-84.6038222,18
Springfield,34.0945429,-84.508542,18
Keithsburg,34.274539,-84.4515939,20
Arnold Mill,34.1175977,-84.387982,18
Southfork,34.1223203,-84.5849325,18
Little River South,34.1098203,-84.4902079,18
Rocky Creek,34.0900984,-84.4307615,18
The Woodlands,34.0870433,-84.6091001,18
Canton,34.2367621,-84.4907621,20
McCollum Acres,34.1059319,-84.639934,18
Westwood Station,34.0917656,-84.6396563,18
Pioneer Crossing,34.084543,-84.44854,18
Wood Glen,34.0906542,-84.5154867,18
Cherokee Mobile Home Park,34.0806546,-84.5910441,18
Old Cedar Creek,34.107043,-84.6485453,18
South Canton,34.2167625,-84.5046516,20
Birmingham,34.1664855,-84.3329797,20
Henderson Heights,34.1698187,-84.2996451,18
Hardman Place,34.1167645,-84.4040937,18
Oak Grove,34.0921474,-84.6153371,18
Driftwood Station,34.0984317,-84.490208,18
Rocky Springs,34.0914874,-84.4793743,18
The Woods at Colony Crossing,34.1087095,-84.5865994,18
Kingridge Estates,34.0889876,-84.5385428,18
Joshua Landing,34.0975985,-84.5257645,18
Payne Mobile Home Park,34.1100985,-84.6499343,18
Plantation Walk,34.0909322,-84.6471565,18
Colemans Bluff,34.093154,-84.4468731,18
Creek View,34.0903764,-84.4988195,18
Eastgate Mobile Home Park,34.1009318,-84.5790993,18
Victoria,34.1370422,-84.6093774,18
Worley Crossroads,34.3781481,-84.4632603,20
Wiley Bridge Junction,34.0825986,-84.4268725,18
Kingridge West,34.0920431,-84.5507652,18
Allatoona Pass,34.1150983,-84.5993773,18
Hills-A-Rolling,34.0931545,-84.6457676,18
Vestavia Estates,34.0945432,-84.6429898,18
Holly Springs,34.1739857,-84.5013187,20
Upland Estates,34.0964873,-84.4749297,18
Savanna Place,34.0917654,-84.5696546,18
Payne,34.1095429,-84.6491009,18
Free Home,34.2386041,-84.2886971,20
North Canton,34.2439841,-84.4938177,20
Carmichael Crossroads,34.2122573,-84.3965466,20
Sherwood Forest,34.1056539,-84.5263201,18
Independence Walk,34.0884321,-84.5527098,18
Driftwood Forest,34.1034316,-84.4857633,18
Land of Lakes,34.094543,-84.5599321,18
Mica,34.3578711,-84.2726982,20
Harmony,34.2478728,-84.4068703,20
Univeter,34.1962074,-84.5004851,20
Victoria Landing,34.1537085,-84.6218776,20
Kingridge North,34.0962097,-84.5413206,18
Shadowbrook,34.0842657,-84.5957664,18
Hickory Flat,34.1700967,-84.4227049,20
Little River Crossing,34.1131536,-84.4746517,18
Shadowood Mobile Home Park,34.1028763,-84.5854883,18
Skyridge,34.0878765,-84.5149311,18
Fountain Lake Mobile Home Park,34.1206535,-84.4824297,18
Cherokee,34.1681526,-84.570765,20
Tomahawk,34.1153756,-84.4135384,20
Litchfield Hundred,34.0967649,-84.4029827,18
Cherokee,34.2391265,-84.4720272,20
Allatoona Falls,34.143467,-84.530628,20
Arbor Hill Church,34.2078736,-84.3643693,10
Bear Mountain,34.3134269,-84.6479887,15
Boiling Spring Church,34.1659299,-84.3238127,10
Brooks Cemetery,34.195652,-84.5802095,9
Bunche School,34.2598171,-84.4885396,1
Calvary Temple,34.2595391,-84.3243676,10
Cane Creek Cemetery,34.2959274,-84.3138114,9
Carmel Church,34.087158,-84.5500222,10
Chalcedonia Church,34.2692614,-84.4552052,10
Cherry Grove Church,34.3425934,-84.3263113,10
Crossroad Church,34.1156536,-84.4704849,10
Crystal Springs Church,34.2556504,-84.3285344,10
Elbethel Church,34.2398173,-84.3377015,10
Enon Cemetery,34.116487,-84.513264,9
Fairview Church,34.3692596,-84.381313,10
Fields Chapel,34.2017908,-84.5775365,10
Harmon Field,34.2273178,-84.4946512,20
Hickory Log Church,34.2614838,-84.4929843,10
Hopewell Church,34.1728081,-84.556389,10
Hopewell Baptist Church,34.3281491,-84.4646495,10
Indian Knoll Baptist Church,34.2059293,-84.4549279,10
Land Mark Church,34.1731524,-84.5115968,10
Liberty Church,34.3067607,-84.3318674,10
Little River Church,34.0881542,-84.4782632,10
Lovingood Cemetery,34.1545418,-84.6160441,9
Mica Church,34.3514822,-84.2824208,10
Mill Creek Church,34.1389864,-84.4663179,10
Mountainbrook School,34.3167604,-84.5496523,1
Mount Carmel Church,34.2326658,-84.5868878,10
Mount Gilead Church,34.1231533,-84.417983,10
Mount Helen Church,34.2131515,-84.4879845,10
New Bethel Baptist Church,34.1520418,-84.6015994,10
New Home Church,34.0764876,-84.4293726,10
New Hope Church,34.2200957,-84.4654837,10
New Light Church,34.1850965,-84.4807623,10
Oak Grove School,34.0962098,-84.6116001,1
Oakdale Church,34.2220401,-84.5093739,10
Oakey Mountain,34.3823143,-84.564097,15
Old Damascus Church,34.367315,-84.4499266,10
Olive Vine Church,34.3045383,-84.5407632,10
Pleasant Arbor Church,34.355926,-84.5740974,10
Pleasant Union Church,34.3745369,-84.5010394,10
Pugh Cemetery,34.2198178,-84.4224267,9
Refuge Church,34.2962052,-84.5768754,10
Rock Springs Church,34.123431,-84.408816,10
Sardis Baptist Church,34.3020384,-84.5149291,10
Sharp Mountain Baptist Church,34.3145382,-84.3988141,10
Shiloh Methodist Church,34.1875964,-84.4763177,10
Shiloh Church,34.3509267,-84.2618645,10
Shoal Creek Church,34.3528708,-84.4854835,10
Sixes Methodist Church,34.1752937,-84.5601114,10
Stevens Cemetery,34.140375,-84.3624253,9
Trippe Cemetery,34.1334308,-84.4488173,9
Union Arbor Church,34.1809299,-84.4765956,10
Union Hill School,34.1964849,-84.3588136,1
Wheeler Cemetery,34.1509304,-84.4224273,9
Byrd Mountain,34.2896392,-84.5178846,15
Dry Pond Mountain,34.3748145,-84.556319,15
Garland Mountain,34.3634258,-84.5977092,15
Hickory Log Mountain,34.2848166,-84.5027066,15
Polecat Mountain,34.2742613,-84.5252074,15
Faith Church,34.0915306,-84.5801458,10
Northpointe Church,34.1034318,-84.5788214,10
Word of Faith Church,34.1098739,-84.5821803,10
Etowah East Annex,34.1138337,-84.5606037,1
ET Booth Middle School,34.1164871,-84.5618764,1
Harvest Church,34.0881545,-84.5996554,10
New Liberty Church,34.0839879,-84.6213226,10
Etowah High School,34.1159955,-84.564328,1
Oak Grove United Methodist Church,34.095047,-84.6143196,10
Oak Grove Baptist Church,34.0932995,-84.6191694,10
Rolling Hills Memory Gardens Cemetery,34.0934174,-84.618419,9
South Cherokee Church,34.0830141,-84.5635542,10
Woodstock Church,34.0835689,-84.5603487,10
New Covenant Church,34.08871,-84.632434,10
Hickory Log Cemetery,34.2603727,-84.4810394,9
Zion Temple,34.2628726,-84.4943731,10
Souls Harbor Church,34.2814833,-84.4407601,10
Tippens School,34.2506507,-84.4852063,1
Cherokee County Park,34.2030861,-84.5604827,20
Boling Park,34.2320399,-84.5043737,20
Bells Ferry Church,34.1353756,-84.5840991,10
The Cross Full Gospel Church,34.225929,-84.5121517,10
Teasley Middle School,34.2159292,-84.5204855,1
Saint Clements Church,34.1953741,-84.5143743,10
Cherokee Christian Fellowship Church,34.1684302,-84.5040966,10
Christian Praise Center,34.1570425,-84.5247887,10
Lebanon United Methodist Church,34.1437085,-84.5082636,10
Toonigh Baptist Church,34.1430791,-84.5096683,10
Toonigh Church of God,34.145653,-84.5115971,10
Kenney Askew County Park,34.1928742,-84.4943738,20
New Covenant Church,34.212318,-84.4477054,10
Philadelphia Church,34.2409285,-84.4160374,10
Word of Life Church,34.203707,-84.3885368,10
Church of God,34.1810832,-84.431694,10
Hickory Flat Church of God,34.1600969,-84.4035377,10
Promised Land Church,34.1339864,-84.4179829,10
Cherokee Presbyterian Church,34.0853765,-84.4974306,10
Woodstock First Baptist Church,34.0908024,-84.4902757,10
Sharp Mountain Creek Structure Number Five Dam,34.3532184,-84.4777966,20
Sharp Mountain Creek Structure Number Six Dam,34.3689147,-84.4810164,20
Sharp Mountain Creek Structure Number Seven Dam,34.3400118,-84.4726042,20
Stamp Shoal Creek Structure Number One Dam,34.3500929,-84.5449298,20
Stamp Shoal Creek Structure Number Two Dam,34.33676,-84.5149289,20
Mill Canton Structure Number Three Dam,34.2684278,-84.2999223,20
Ball Lake,34.2684278,-84.2999223,16
Mill Canton Creek Structure Number Four Dam,34.2100958,-84.3782586,20
Hurte Lake,34.2100958,-84.3782586,16
Mill Canton Creek Structure Number Six Dam,34.1700968,-84.4499281,20
Mill Canton Creek Structure Number Seven Dam,34.2267621,-84.393259,20
Garrison Lake,34.2267621,-84.393259,16
Mill Canton Structure Number Eight Dam,34.2634279,-84.2732547,20
Dean Lake,34.2634279,-84.2732547,16
Mill Canton Creek Structure Number 10 Dam,34.1785913,-84.3983153,20
Mill Canton Creek Structure Number 12 Dam,34.1693221,-84.4367202,20
Little River Structure Number 13 Dam,34.1296203,-84.3690747,20
Little River-Coosa River Watershed Dam Number 15,34.1591193,-84.3651614,20
Little River-Coosa River Watershed Dam Number 17,34.181763,-84.3549247,20
Statham Lake,34.181763,-84.3549247,16
Little River-Coosa River Watershed Dam Number 19,34.1917628,-84.3365907,20
Shell Lake,34.1917628,-84.3365907,16
Little River-Coosa River Watershed Dam Number 21,34.1967626,-84.3149233,20
Almond Lake,34.1967626,-84.3149233,16
Little River-Coosa River Dam Number 22,34.1950959,-84.3032562,20
Stephens Lake,34.1950959,-84.3032562,16
Carmichael Lake Dam,34.1950961,-84.4099265,20
Carmichael Lake,34.1950961,-84.4099265,16
Waters Lake Dam,34.1362492,-84.4325974,20
Bryon Dam,34.1967626,-84.2932558,20
Bryon Lake,34.1967626,-84.2932558,16
Canton Mills Lake Dam,34.268428,-84.4765948,20
Canton Mills Lake,34.268428,-84.4765948,16
Atlanta Gas Light Lake Dam,34.2817611,-84.3615909,20
Atlanta Gas Light Lake,34.2817611,-84.3615909,16
Noonday Creek Structure Number 17 Dam,34.0784323,-84.5582655,20
Bartenfeld Dam,34.1134311,-84.3715925,20
Bartenfeld Lake,34.1134311,-84.3715925,16
Fulton Dam,34.0961216,-84.3952706,20
Bell 24 Dam,34.145097,-84.3315909,20
Bell Lake,34.145097,-84.3315909,16
Sargent Dam,34.15843,-84.3065899,20
Sargent Lake,34.15843,-84.3065899,16
McDaniel Lake Dam,34.201763,-84.6232662,20
Sellers Lake Dam,34.1600681,-84.3989847,20
Tustian Lake Dam,34.286761,-84.3132558,20
Tustian Lake,34.286761,-84.3132558,16
Lake Arrowhead Dam,34.2894678,-84.5899064,20
Ellison Lake Dam,34.2025963,-84.5990989,20
Chickasaw Lake Dam,34.3284266,-84.591598,20
Colony Land Development Lake Dam,34.0847102,-84.4756581,20
Georgia Marble Company Lake Dam,34.3767594,-84.3815908,20
Georgia Marble Company Lake,34.3767594,-84.3815908,16
Blalock Lake Dam,34.1617822,-84.4031894,20
Bradshaw Lake Dam,34.1781522,-84.4490947,20
Beaver Lake Dam,34.2384285,-84.3715916,20
Beaver Lake,34.2384285,-84.3715916,16
Lacy Lake Dam,34.191763,-84.4532613,20
Lacy Lake,34.191763,-84.4532613,16
Canton Creek Lake Dam,34.2350952,-84.3682581,20
Canton Creek Lake,34.2350952,-84.3682581,16
Beck Lake Dam,34.2150956,-84.3565912,20
Beck Lake,34.2150956,-84.3565912,16
Thurmond Lake Dam,34.1900961,-84.3299238,20
Thurmond Lake,34.1900961,-84.3299238,16
Freedrick Lake Dam,34.1850962,-84.334924,20
Fredrick Lake,34.1850962,-84.334924,16
Ford Lake Dam,34.3414628,-84.4576275,20
Bartholomew Lake Dam,34.2855175,-84.343557,20
Pine Log Lookout Tower,34.3212045,-84.6374327,20
Clayton School,34.3317601,-84.488817,1
WCHK-AM (Canton),34.2523172,-84.4635388,20
WCHK-FM (Canton),34.1531884,-84.51173,20
WTLK-TV (Rome),34.3131886,-84.6487393,20
Antioch Church,34.1728744,-84.380759,10
Bascomb United Methodist Church,34.1009318,-84.5715991,10
Hightower Baptist Church,34.2862054,-84.2810326,10
Pine Log Mountain,34.3209267,-84.6413218,15
Buffington Church,34.2414841,-84.4213154,20
Buffington Elementary School,34.2400952,-84.4154819,1
Canton Commerical Historic District,34.2367621,-84.4918732,20
Canton Post Office,34.2370398,-84.4924288,8
Church of God,34.360093,-84.378813,10
Clayton Church,34.3328712,-84.4882614,10
Dowda Cemetery,34.2834277,-84.4379823,9
Etowah Church,34.0862101,-84.6116002,10
"City of Canton, City Hall",34.2345398,-84.4913177,8
First Methodist Episcopal Church South,34.2384287,-84.4904844,10
Grace Church,34.2306509,-84.3665915,10
Holly Springs Elementary School,34.1773189,-84.5040965,1
Holly Springs Methodist Church,34.1749193,-84.5021329,10
Johnston Elementary School,34.1312088,-84.4932633,1
Keith Cemetery,34.2584282,-84.4649278,9
Lighthouse Church,34.194796,-84.3435189,10
McFarland Cemetery,34.2981497,-84.4821503,9
New Light Church,34.1145428,-84.6416007,10
Northside Church,34.2670392,-84.4938175,10
Pilgrim Church,34.335649,-84.4457599,10
Brian Center Health & Rehabilitation/Canton,34.2320459,-84.4797156,4
Saint Paul Cemetery,34.2384071,-84.4819268,9
Trinity Church,34.2245397,-84.3104785,10
Union Hill Methodist Church,34.197596,-84.3585358,10
Victory Church,34.0895433,-84.6288228,10
Chattahoochee Technical College,34.1039872,-84.517431,1
Zion Baptist Church,34.2337065,-84.4827064,10
Payne Public Use Area,34.1209314,-84.5790991,20
Oak Grove Church,34.164541,-84.3177014,10
Lake Allatoona Managed Hunting Area,34.1959298,-84.6165994,20
Arnold Mill Elementary School,34.1099,-84.4389,1
Cherokee Christian School,34.1202,-84.4706,1
Cherokee Christian School,34.085616,-84.497352,1
Mill Springs Academy,34.1175,-84.3671,1
Mill Springs Academy,34.1172636,-84.3718535,1
Bascomb Elementary School,34.1414,-84.5837,1
Rehobeth Christian Academy,34.1899,-84.5049,1
Sixes Elementary School,34.1737,-84.5552,1
Ralph Bunche Center,34.2601,-84.4893,1
Harvest Baptist School,34.1019,-84.6506,1
Mountain Road Elementary School,34.1408,-84.4031,1
Georgia National Cemetery,34.2342614,-84.5759066,9
Cherokee County Courthouse,34.2375954,-84.4913177,7
Cherokee County EMS 4 Fire Station,34.0991777,-84.5799595,7
Cherokee County Station 1 Oak Grove Fire Station,34.0988664,-84.580055,7
Cherokee County Station 10 Fire Station,34.0797,-84.4529,7
Cherokee County Station 16 Canton Fire Station,34.2364,-84.492,7
Cherokee County Fire Station 23 - Hickory Flat,34.1662043,-84.4161573,7
Cherokee County Station 3-2 Hickory Flat Fire Station,34.1734,-84.3805,7
Cherokee County Fire Station #4,34.2365599,-84.2892685,7
Holly Springs Police Station,34.173,-84.5005,7
Mountain Park Volunteer Fire and Rescue Department,34.0828654,-84.4157337,7
Cherokee County Sheriff West Precinct,34.1212,-84.5865,7
Cherokee County Sheriff South Precinct,34.0870291,-84.5478336,7
Fulton County Northwest Precinct Police Station,34.1656,-84.3267,7
Cherokee County Sheriff Headquarters and Detention Center,34.1941,-84.4933,7
Cherokee County Sheriff - Hickory Flat Precinct,34.1659326,-84.4161515,7
Cherokee County Board of Education,34.2362,-84.4925,8
Cherokee County Public Safety Building,34.2363,-84.4872,8
Cherokee County Administration Building,34.237,-84.4899,8
Gymnastics Recreation Center,34.2299,-84.4911,20
Cherokee County Regional Airport,34.3104368,-84.4237245,20
Pegasus Run Airport,34.2673169,-84.4218707,20
Air Acres Airport,34.1059314,-84.4485398,20
Cherokee Mine,34.1625971,-84.5560425,19
Franklin Gold Mine,34.298983,-84.2735322,19
Standard and Swift Mines,34.2934275,-84.2865883,19
Sixes Mine,34.1839855,-84.5563201,19
Putnam Mine,34.1706525,-84.5296528,19
Downing Creek Placer Mine,34.2006518,-84.539375,19
Macou Prospect,34.1923186,-84.5168744,19
Clarkston Mine,34.1814856,-84.538264,19
Kroger,34.252524,-84.3581277,19
Taco Mac,34.0843983,-84.5397717,0
Publix,34.1779825,-84.4181949,4
Chukkar Farm Ultralightport,34.1977997,-84.319397,20
Pegasus Run Airport,34.2801018,-84.4213028,20
Mac Heliport,34.2061005,-84.2953033,20
Three Branches,34.1130796,-84.4696823,18
Good Shepherd Lutheran Church,34.1149257,-84.5689788,10
Classroom Essentials Online,34.1689389,-84.4890831,19
MTB Training Area,34.1609981,-84.5401566,20
230kV,34.1832472,-84.5089221,20
115kV,34.1836914,-84.5087881,20
115kV,34.183811,-84.5087627,20
City of Canton Police Department,34.2356691,-84.490418,7
Cherokee County Aquatic Center,34.141317,-84.5239013,20
Grand Slam Pizza,34.0880018,-84.4681317,0
Target,34.2344385,-84.4571266,19
Kohl's,34.2341454,-84.4558249,19
Lowe's,34.2343067,-84.4547254,19
Best Buy,34.2372714,-84.4612175,19
RopeMillPark,34.1314692,-84.5239094,20
Liberty Elementary,34.1925601,-84.5359885,1
Freedom Middle School,34.1939356,-84.534186,1
Cherokee County Fire Station 22 - Bridgemill,34.1831394,-84.5447607,7
BridgemillAnimalHospital,34.1837917,-84.5444267,4
Taco Bell,34.1777563,-84.5491956,0
LasPalmas,34.1798909,-84.5496409,0
Publix,34.1789191,-84.5489542,19
Subway,34.1776809,-84.5512824,0
CVS Pharmacy,34.1785241,-84.5509766,4
SixesTavern,34.175342,-84.5483132,0
Starbucks,34.1716938,-84.5478224,0
TheRiverChurch,34.1627937,-84.5401351,10
Kroger,34.1415702,-84.503759,19
Cherokee Emergency Veterinary Clinic,34.0842226,-84.5588324,4
Schlotzsky's,34.0848034,-84.5388059,0
Hickory Flat Public Library,34.1709703,-84.4272178,1
Woodstock Public Library,34.1126377,-84.5144564,1
Rose Creek Library,34.1290833,-84.5725623,1
Hillside Methodist Church,34.1300425,-84.5706686,10
Carmel Elementary School,34.09687,-84.5700732,1
Pizza 3.14,34.1131779,-84.5807057,0
Physician Pain Care,34.0847031,-84.5263336,4
380,34.127185,-84.5180741,20
560,34.1347221,-84.528721,20
580,34.1345642,-84.5280686,20
U.S. Army Corps of Engineers marker,34.1355579,-84.530239,20
U.S. Army Corps of Engineers marker,34.1362217,-84.5301739,20
500,34.13255,-84.5279484,20
600,34.1338784,-84.5273359,20
385,34.1350146,-84.5282563,20
Saint Paul African Methodist Episcopal Church,34.2336007,-84.4823673,10
Presto!,34.1778085,-84.4182295,3
Walmart Supercenter,34.1128128,-84.5844805,19
O'Reilly Auto Parts,34.1083606,-84.5816007,19
Sherwin-Williams,34.1084958,-84.5815915,19
Northwest ENT and Allergy Center,34.2526755,-84.4813352,4
Johhny's Pizza,34.1755805,-84.4193277,0
Shane's Rib Shack,34.1742764,-84.4185591,0
CVS Pharmacy,34.1756929,-84.4200407,4
Walgreens,34.1775466,-84.4209236,4
Frosty Frog Creamery & Cafe,34.1768383,-84.4174099,0
Domino's,34.1777732,-84.4176893,0
3-Way Grocery,34.1203387,-84.5861818,2
Kroger,34.0903165,-84.5852735,19
Stor-All,34.0908976,-84.5802522,19
Mill Creek Middle School,34.1176664,-84.4787475,1
River Ridge High School,34.1159111,-84.4810192,1
Laird's Bar and Grill,34.1753679,-84.5084916,0
Seven Arrows American Indian Jewelry & Art,34.1011626,-84.5196203,19
Woodstock Visitors Center,34.1011117,-84.5196525,20
Wells Fargo,34.1773425,-84.4196617,3
Premier Indoor Comfort Systems LLC,34.2285171,-84.4924782,20
Comfort Zone Heating & Cooling,34.1886598,-84.5029841,20
Subway,34.3507756,-84.3791972,0
Citgo,34.2777431,-84.2987118,2
Gibbs Gardens,34.379169,-84.279528,20
Cherokee County Sheriff - Bridgemill Precinct,34.1829936,-84.5448682,7
Cherokee County Sheriff - Waleska Precinct,34.3158189,-84.5545022,7
Cherokee County Fire Station 12 - Waleska,34.3156007,-84.5547034,7
Gibbs Gardens,34.3791727,-84.2794322,20
Brooks Automotive,34.0837511,-84.5190609,20
2H,34.3617681,-84.6321505,20
2J,34.3625776,-84.6325207,20
Presto!,34.1301981,-84.4992704,3
Publix,34.1303233,-84.4993175,4
Redbox,34.3539626,-84.3781885,9
RaceTrac,34.2375971,-84.4567596,2
Bridgemill Beach,34.1895332,-84.5504935,16
BM Fort,34.1891383,-84.550161,16
Bridgemill PuttPutt,34.1891161,-84.5506491,16
McDonald's,34.0865893,-84.5758128,0
Family Dollar,34.0864991,-84.5740167,19
Food Depot,34.0861972,-84.5742366,19
Woodstock Market,34.0855044,-84.5747897,19
Park Ave Thrift,34.0858593,-84.5744619,19
Little Caesars,34.0869394,-84.573749,0
Hwy92Autosales.com,34.0886329,-84.5790797,19
cherokee truck sales,34.0881654,-84.5757497,19
Cherokee Auto Sales,34.0881854,-84.5803913,19
Drive Now,34.0889751,-84.578098,19
Sunoco,34.0891905,-84.5773671,2
hamilton inn,34.0861739,-84.5897046,20
Citgo,34.0879121,-84.5878888,2
CVS Pharmacy,34.0926236,-84.6141585,4
Dairy Queen,34.077568,-84.6524769,0
Fogleman Studio,34.1819304,-84.5000461,20
Hope Church Atlanta,34.1226118,-84.5875575,10
Papa's Pantry,34.1220622,-84.5869552,4
Ball Ground Botanical Garden,34.3351286,-84.3796214,20
Les Bon Temps Louisiana Kitchen,34.3385338,-84.3770356,0
Ball Ground Pharmacy,34.3268763,-84.3873608,4
Medical Associates of North Georgia,34.3267855,-84.3873,4
Cherokee County Fire Station 2,34.3288303,-84.3857517,7
Ball Ground Burger Bus,34.3382723,-84.3764283,0
Lake Arrowhead Volunteer Fire Department,34.3050318,-84.6084251,7
Walmart Supercenter,34.185397,-84.50442,19
Walmart Supercenter,34.255416,-84.461178,19
Hertz,34.0853188,-84.5328151,2
Arbor View Properties,34.1631066,-84.312718,20
Towne Lake Insurance Services Inc,34.1075078,-84.5402471,20
Taco Mac,34.2372247,-84.4598193,0
Books-A-Million,34.2369114,-84.4613589,19
Kirkland's,34.2366405,-84.4614552,19
Ulta Beauty,34.2363909,-84.4615387,19
Rack Room Shoes,34.2361997,-84.4615773,19
Dollar Tree,34.2360295,-84.4615134,19
Kay Jewelers,34.235635,-84.4612228,19
Five Below,34.2353857,-84.4609823,19
Off Broadway Shoe Warehouse,34.2351247,-84.4604476,19
TJ Maxx,34.2350149,-84.4600493,19
Bed Bath & Beyond,34.2348636,-84.4596043,19
Dick's Sporting Goods,34.2347568,-84.4590588,19
Mattress Firm,34.235899,-84.4594895,19
La Parrilla,34.2365932,-84.4600026,0
Rio Body Wax,34.2371213,-84.4594823,19
OfficeMax,34.236878,-84.4590481,19
PetSmart,34.2366377,-84.4589117,19
Edible Arrangements,34.2364271,-84.458761,19
GameStop,34.2363127,-84.45868,19
Express Oil Change & Tire Engineers,34.087819,-84.467185,19
Express Oil Change & Tire Engineers,34.109857,-84.554199,19
Cell Tower,34.0864035,-84.4876065,20
Publix,34.08953,-84.4837659,4
Buffalo's Cafe,34.0886572,-84.4860545,0
Los Bravos,34.0902691,-84.4851315,0
Frankfurt Döner & Meats,34.338498,-84.3769697,0
Georgia Animal Project,34.3379188,-84.3755377,4
The Corner District,34.337787,-84.3756155,6
Kroger Pharmacy,34.0866719,-84.485943,4
Q Cleaners,34.0887239,-84.4855205,19
Creative Cuts,34.2066634,-84.4533988,19
Nash Automotive,34.0864722,-84.5235082,19
AT&T,34.1442868,-84.5123397,19
Starbucks,34.1442849,-84.5124542,0
Got A Plumber?,34.2148087,-84.5050601,20
Woodstock Outlet - Acworth Distribution Center,34.1005295,-84.6394388,20
Canyons Burger Company,34.0996674,-84.5193888,0
J. Christopher's Woodstock,34.0994208,-84.519466,0
